state,billID,link,year,title,status,lastAction,author,topics,summary
AZ,AZ H    2462,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2462&ciq=ncsl&client_md=e469ddcd2254b23cad23490b0baacf39&mode=current_text,2021,Civilian Review Board Members,Pending - Concurrence,4/26/2021,"['Payne (R)', 'Biasiucci (R)']","['Training', ' Oversight']","Relates to civilian review board members, relates to training."
AZ,AZ H    2491,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2491&ciq=ncsl&client_md=4840d91a531bfdcfcaa572af4ffdc603&mode=current_text,2021,Criminal Record,Pending - SENATE,2/24/2021,"['Chavez (D)', 'Meza (D)', 'Cook (R)', 'Engel (D)', 'Hernandez A (D)', 'Lieberman (D)', 'Teran (D)']",,"Relates to wrongful arrest, relates to record clearance."
AZ,AZ H    2550,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2550&ciq=ncsl&client_md=6d243e7d8ecaf8ccdb3c53eeec9da892&mode=current_text,2021,Complaints Against Peace Officers,Pending - SENATE,1/21/2021,['Kavanagh (R)'],['Investigations and Discipline'],"Relates to complaints against peace officers, relates to notification."
AZ,AZ H    2553,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2553&ciq=ncsl&client_md=b86d7d725f557baa21cc4a2f34620176&mode=current_text,2021,Peace Officers,Pending - House Military Affairs and Public Safety Committee,1/21/2021,"['Kavanagh (R)', 'Barto (R)', 'Boyer (R)']","['Use of Force', ' Standards']","Relates to peace officers, relates to force, relates to prohibited rules."
AZ,AZ H    2567,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2567&ciq=ncsl&client_md=9dd6494455b8995cf06e9f7182c42af8&mode=current_text,2021,Investigator Membership Requirements,To Governor - To Governor,2/24/2021,['Kavanagh (R)'],['Investigations and Discipline'],"Relates to peace officers, relates to investigator membership requirements."
AZ,AZ H    2586,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2586&ciq=ncsl&client_md=d82a7ba54da05d848365897f86b2645a&mode=current_text,2021,Peace Officers,Pending - House Military Affairs and Public Safety Committee,1/21/2021,"['Bolding (D)', 'Rodriguez (D)']",['Technology'],"Relates to peace officers, relates to cameras, relates to recordings, relates to disclosures."
AZ,AZ H    2591,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2591&ciq=ncsl&client_md=8fef850a476c4ce71dce83b12b43cef3&mode=current_text,2021,Peace Officers,Pending - House Judiciary Committee,1/21/2021,"['Bolding (D)', 'Rodriguez (D)']",['Use of Force'],"Relates to peace officers, relates to liability, relates to unlawful act."
AZ,AZ H    2615,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2615&ciq=ncsl&client_md=2948407f44cba5b32317c612467b62ae&mode=current_text,2021,Epinephrine Injections,Enacted - Act No.  165,04/01/2021 - Enacted,"['Osborne (R)', 'Bowers (R)', 'Cobb (R)', 'Toma (R)', 'Blackman (R)']",['Other Issues'],"Provides that a first responder who is trained in administering epinephrine injections may administer such injection to a person who the first responder believes in good faith is experiencing anaphylaxis pursuant to a standing order issued by certain persons, provides that certain practitioners are immune from professional liability and criminal prosecution for any decision made, act or omission or injury that results from that act in certain circumstances, provides definitions."
AZ,AZ H    2699,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2699&ciq=ncsl&client_md=ea790f9d1788cb46b6341469399dad8a&mode=current_text,2021,Peace Officer Standards and Training Board,Pending - House Military Affairs and Public Safety Committee,1/25/2021,"['Jermaine (D)', 'Andrade (D)', 'Chavez (D)', 'Cano (D)', 'Hernandez A (D)', 'Longdon (D)', 'Sierra (D)', 'Teller (D)', 'Tsosie (D)', 'Hamilton (D)']",['Decertification'],"Relates to Arizona Peace Officer Standards and Training Board, relates to mandatory reporting, relates to peace officers."
AZ,AZ H    2751,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2751&ciq=ncsl&client_md=5f28978e6209d8375e6a66b41d54a6a0&mode=current_text,2021,Search Warrants,Pending - House Committee of the Whole,1/28/2021,"['Hernandez A (D)', 'Lieberman (D)', 'Schwiebert (D)', 'Hernandez M (D)', 'Hamilton (D)', 'Teran (D)', 'Teller (D)', 'Sierra (D)', 'Rodriguez (D)', 'Pawlik (D)', 'Longdon (D)', 'Meza (D)', 'Cano (D)', 'Salman (D)', 'Powers Hannley (D)', 'Chavez (D)', 'Fernandez (D)', 'Espinoza (D)', 'Andrade (D)', 'Dalessandro (D)']",['Other Issues'],"Relates to search warrants, relates to audible notice, relates to requirements."
AZ,AZ H    2767,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2767&ciq=ncsl&client_md=bcbefcfa582a88708d8f2fb03af0ce9e&mode=current_text,2021,Peace Officers,Pending - House Military Affairs and Public Safety Committee,2/1/2021,"['Bolding (D)', 'Longdon (D)', 'Rodriguez (D)']",['Use of Force'],"Relates to peace officers, relates to duty to intervene."
AZ,AZ H    2768,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2768&ciq=ncsl&client_md=668e244e3b73a120981874bdddf86247&mode=current_text,2021,Peace Officer Database,Pending - House Military Affairs and Public Safety Committee,2/1/2021,"['Bolding (D)', 'Longdon (D)']","['Investigations and Discipline', ' Data and Transparency']","Relates to peace officer database, relates to disciplinary actions."
AZ,AZ H    2786,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2786&ciq=ncsl&client_md=7feedc68283e2baed7cd9803443c2f6a&mode=current_text,2021,Department of Public Safety,Pending - House Military Affairs and Public Safety Committee,2/3/2021,"['Shah (D)', 'Payne (R)']",['Technology'],"Relates to appropriation, relates to Department of Public Safety, relates to body cameras."
AZ,AZ H    2791,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2791&ciq=ncsl&client_md=3de245e7ca496578099de9187486694f&mode=current_text,2021,Peace Officer Training Equipment,Pending - House Military Affairs and Public Safety Committee,2/4/2021,['Payne (R)'],['Training'],"Relates to appropriation, relates to peace officer training equipment."
AZ,AZ H    2843,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2021000H2843&ciq=ncsl&client_md=6d8c95f15b69c64e275839bbe540dac1&mode=current_text,2021,Chemical Agents,Pending - House Military Affairs and Public Safety Committee,2/8/2021,"['Hernandez M (D)', 'Andrade (D)', 'Fernandez (D)', 'Powers Hannley (D)', 'Salman (D)', 'Rodriguez (D)', 'Teran (D)', 'Hamilton (D)', 'Schwiebert (D)']","['Use of Force', ' Standards']","Relates to chemical agents, relates to prohibited uses, relates to police."
AZ,AZ  500,http://custom.statenet.com/public/resources.cgi?id=ID:exec_order:AZ2020500&ciq=ncsl&client_md=578d9232d2ea4b1683cf648ab70943ee&mode=current_text,2020,Emergency Order for Imposition of Curfew,-,1/1/1900,,['Executive Orders'],"(Emergency Order) Declares a state of emergency, imposes a curfew for all state citizens."
AR,AR S    159,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000S159&ciq=ncsl&client_md=df85b11f3465308b2bc62fa3f224ad1d&mode=current_text,2021,Private Colleges and Universities Law Enforcement,Enacted - Act No.  535,04/01/2021 - Enacted,['Eads (R)'],['Other Issues'],"Amends the law concerning law enforcement agencies for private colleges and universities, allows private schools to establish and appoint an institutional law enforcement officer."
AR,AR S    292,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000S292&ciq=ncsl&client_md=b384ffeb2ed7c39e974fc3aa4f476fdf&mode=current_text,2021,Public Safety Equipment Grant Program,Enacted - Act No.  786,04/20/2021 - Enacted,['Rapert (R)'],"['Technology', ' Use of Force']","Establishes the public safety equipment grant program, declares an emergency."
AR,AR S    302,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000S302&ciq=ncsl&client_md=5e891e3b5d34bc89e2910fb1d455d0c2&mode=current_text,2021,Law Enforcement Training Costs Reimbursements,Enacted - Act No.  325,03/15/2021 - Enacted,['Ingram (D)'],['Training'],Concerns the reimbursement of law enforcement training costs or expenses.
AR,AR S    494,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000S494&ciq=ncsl&client_md=2291f7ab9f5eb231c85143d62770b1cc&mode=current_text,2021,Qualified Immunity,Enacted - Act No.  627,04/12/2021 - Enacted,['Hammer (R)'],['Use of Force'],"Concerns qualified immunity, includes that law enforcement agencies for and certified law enforcement officers employed by a public or private institution of higher education shall be immune from liability and from suit for damages except to the extent that they may be covered by liability insurance."
AR,AR HCR  1002,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000HCR1002&ciq=ncsl&client_md=7579dcac2d47111df3d25c56e71a49ca&mode=current_text,2021,Prescription Drug Abuse,Adopted - Adopted,03/03/2021 - Enacted,['Boyd (R)'],['Policing Alternatives and Collaboration'],"Encourages continued collaboration among healthcare providers, law enforcement, educators, public officials, and the state community in battling the abuse of prescription drugs in the state."
AR,AR H    1007,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1007&ciq=ncsl&client_md=894af96bb9f0bbac2aae0474486baad3&mode=current_text,2021,Law Enforcement Integrity,Pending - House Judiciary Committee,1/11/2021,['Love (D)'],"['Investigations and Discipline', ' Oversight', ' Data and Transparency']",Regards the Law Enforcement Integrity Act of 2021.
AR,AR H    1152,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1152&ciq=ncsl&client_md=ab7411f2f9e4ba17ee5cd7af681388d4&mode=current_text,2021,Injured Police Dogs Emergency Medical Care,Enacted - Act No.  790,04/20/2021 - Enacted,['Gazaway (R)'],['Other Issues'],"Creates Gabo's Law, allows for emergency medical care to be provided to injured police dogs, provides immunity."
AR,AR H    1197,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1197&ciq=ncsl&client_md=f8c9601e99464f5bed69c652dcb0a822&mode=current_text,2021,Law Enforcement Agency Organization and Staffing,Enacted - Act No.  218,03/01/2021 - Enacted,['Dalby (R)'],"['Employment and Labor', ' Use of Force', ' Data and Transparency']","Concerns law enforcement agency organization, staffing, and personnel matters."
AR,AR H    1223,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1223&ciq=ncsl&client_md=079f57a55876d9d49bcca2301dd9047f&mode=current_text,2021,Police Department Defunding,Pending - Withdrawn,2/24/2021,['Underwood (R)'],['Other Issues'],Relates to the Back the Blue Act.
AR,AR H    1333,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1333&ciq=ncsl&client_md=a39d620425e94797f2b9c04235db64d6&mode=current_text,2021,Nonimmgrants Law Enforcement Officers,Pending - House State Agencies and Governmental Affairs Committee,1/28/2021,['Penzo (R)'],['Certification'],"Permits nonimmgrants legally admitted to the United States under a compact of free association to be a certified law enforcement officer, states this will be known as the Marshallese Law Enforcement Act."
AR,AR H    1334,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1334&ciq=ncsl&client_md=8f321b8aea4fca7cc1c1f10f67954658&mode=current_text,2021,Law Enforcement Retirement Benefits,Pending - Joint Committee on Public Retirement and Social Security Programs,1/28/2021,['Richardson (D)'],['Employment and Labor'],"Amends the law concerning the retirement benefits of certain law enforcement officers, amends the law concerning the forfeiture of retirement benefits."
AR,AR H    1342,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1342&ciq=ncsl&client_md=06413e598f3ab94eb4b252ff393f966b&mode=current_text,2021,Nonimmigrants Law Enforcement Officers,Pending - HOUSE,2/4/2021,['Godfrey (D)'],['Certification'],"Permits nonimmigrants legally admitted to the United States under a compact of free association to be a certified law enforcement officer, states this will be known as the Marshallese Law Enforcement Act."
AR,AR H    1513,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1513&ciq=ncsl&client_md=e4421abdfdf5ae38d7d34b7de45e436d&mode=current_text,2021,Retired Law Enforcement Officers Tax Credit,Enacted - Act No.  841,04/22/2021 - Enacted,['Eubanks (R)'],['Other Issues'],Creates an income tax credit for retired law enforcement officers who work cold cases for the division of state police.
AR,AR H    1516,http://custom.statenet.com/public/resources.cgi?id=ID:bill:AR2021000H1516&ciq=ncsl&client_md=54112a6f721283b77f018632db4cc682&mode=current_text,2021,Law Enforcement Sobering Centers Transport,Enacted - Act No.  587,04/06/2021 - Enacted,['Boyd (R)'],['Policing Alternatives and Collaboration'],Permits a law enforcement officer to transport a person in crisis to a sobering center.
